"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"KPNA5",4.09194163008046e-91,-1.39932842260844,0.076,0.199,8.18020051269385e-87,"KPNA5"
"ZFAND1",9.97446501848479e-91,-1.18631167062788,0.109,0.244,1.99399530184529e-86,"ZFAND1"
"MAGEH1",1.03702228770285e-90,-1.97407044023421,0.039,0.141,2.07311125534676e-86,"MAGEH1"
"QPCT",1.23072052250838e-90,3.50454224681566,0.183,0.063,2.46033339654651e-86,"QPCT"
"P2RY13",1.36410203020101e-90,2.43543620337253,0.284,0.145,2.72697636857483e-86,"P2RY13"
"RDH14",1.38799679717289e-90,-1.21375727290278,0.096,0.226,2.77474439722833e-86,"RDH14"
"DCTN3",2.11783162494971e-90,-0.433156455843192,0.232,0.403,4.23375720143697e-86,"DCTN3"
"NOL8",2.1743297756829e-90,-0.760416387395102,0.138,0.283,4.34670265456768e-86,"NOL8"
"DHPS",2.22791371989298e-90,-0.7192128881714,0.165,0.319,4.45382231743806e-86,"DHPS"
"PSMD12",2.40494606781203e-90,-0.537743456993173,0.189,0.349,4.80772768416303e-86,"PSMD12"
"YEATS4",2.56566121898089e-90,-1.01406560853846,0.078,0.204,5.1290133428647e-86,"YEATS4"
"APOL3",4.43690037465971e-90,-1.15578435479597,0.125,0.261,8.86980753898222e-86,"APOL3"
"MINOS1",5.68126833755642e-90,-0.276707631386726,0.343,0.574,1.1357423533609e-85,"MINOS1"
"PRDX6",6.86822504490523e-90,0.388915871957249,0.32,0.53,1.37302686872701e-85,"PRDX6"
"ECHS1",7.99864325161724e-90,-0.927593624267719,0.161,0.308,1.5990087724308e-85,"ECHS1"
"THAP5",1.51863843817428e-89,-0.485326344846433,0.143,0.295,3.0359101017542e-85,"THAP5"
"SBK1",1.52736783113168e-89,-2.34405745808684,0.023,0.112,3.05336103121533e-85,"SBK1"
"TRGC1",1.65470966924741e-89,-2.41337210063321,0.022,0.11,3.30793009979251e-85,"TRGC1"
"DGAT2",1.69923567577356e-89,4.26203755406465,0.117,0.021,3.39694203943892e-85,"DGAT2"
"CBX5",1.81172265375679e-89,-0.582457572207697,0.148,0.301,3.62181475712519e-85,"CBX5"
"SDAD1",2.62175127777355e-89,-1.16553856351268,0.12,0.256,5.24114297939711e-85,"SDAD1"
"ABCD2",2.65719055029941e-89,-2.38327641256347,0.021,0.108,5.31198962910354e-85,"ABCD2"
"C12orf45",3.0437959689537e-89,-1.40899167570287,0.075,0.195,6.08485252153533e-85,"C12orf45"
"ITFG2",4.64410803381114e-89,-1.07231296578478,0.098,0.23,9.28403637039184e-85,"ITFG2"
"ZNF720",4.82208827619141e-89,-1.05345282060875,0.072,0.192,9.63983667293424e-85,"ZNF720"
"HLX",4.91018377995481e-89,3.21242577612142,0.147,0.039,9.81594839450765e-85,"HLX"
"THAP11",4.97154756041129e-89,-0.966870208276526,0.118,0.255,9.9386207280182e-85,"THAP11"
"TPP2",5.73362844671402e-89,-0.71721247598783,0.175,0.327,1.1462096627826e-84,"TPP2"
"PDCL3",5.74729873019434e-89,-1.05504416282092,0.106,0.239,1.14894248915315e-84,"PDCL3"
"GTF3C6",6.41342668480776e-89,-0.297527848853004,0.218,0.383,1.28210812855992e-84,"GTF3C6"
"TIMP2",7.90576327515303e-89,2.06240042540239,0.322,0.185,1.58044113633584e-84,"TIMP2"
"ATXN10",1.28960791249079e-88,-0.94002482234586,0.145,0.289,2.57805517786034e-84,"ATXN10"
"NT5C",1.30098115932785e-88,-0.782215681075928,0.16,0.313,2.6007914356123e-84,"NT5C"
"FOLR3",1.36316902018878e-88,4.77781601052107,0.133,0.032,2.72511118825939e-84,"FOLR3"
"OXCT1",1.48257408711439e-88,-1.64576882262196,0.044,0.148,2.96381385755038e-84,"OXCT1"
"WDR43",1.52565543358146e-88,-0.914456075891372,0.164,0.313,3.04993777727269e-84,"WDR43"
"RRAGA",1.56380974117452e-88,-0.762608222264751,0.131,0.272,3.12621205358199e-84,"RRAGA"
"ABHD14A",1.73429602521168e-88,-1.58745821458688,0.062,0.175,3.46703118400067e-84,"ABHD14A"
"TRAF5",2.57275842171343e-88,-1.01495058358872,0.084,0.214,5.14320136084731e-84,"TRAF5"
"BAZ2B",2.79371734417746e-88,2.31708127246265,0.402,0.276,5.58492034274517e-84,"BAZ2B"
"DYNC1I2",2.80311572369451e-88,-0.516079653486062,0.281,0.468,5.60370864323769e-84,"DYNC1I2"
"TRMT10C",2.92190559675396e-88,-0.791745712059611,0.144,0.288,5.84118147847085e-84,"TRMT10C"
"BACH1",3.40225356965851e-88,2.21510584565014,0.376,0.246,6.80144511110434e-84,"BACH1"
"SNAPC5",3.64053927339758e-88,-1.27063396531904,0.081,0.203,7.27780206144911e-84,"SNAPC5"
"FAM204A",4.18846713206282e-88,-0.276394766957681,0.254,0.431,8.37316464370679e-84,"FAM204A"
"NUMA1",4.37165778111368e-88,-0.501038920816183,0.202,0.366,8.73938107022436e-84,"NUMA1"
"ARPC5",4.41234667267809e-88,1.21939058199928,0.73,0.839,8.82072223335076e-84,"ARPC5"
"TMEM223",4.9312450889134e-88,-1.35482152562636,0.08,0.202,9.85805205724678e-84,"TMEM223"
"ANKRD36C",7.54401230294075e-88,-1.03311660507235,0.088,0.216,1.50812349948088e-83,"ANKRD36C"
"SIRPG",7.67710960989491e-88,-2.10906887446344,0.025,0.114,1.53473098211409e-83,"SIRPG"
"C11orf1",8.22172167802132e-88,-1.79616921786119,0.053,0.161,1.64360438065324e-83,"C11orf1"
"SSH2",8.34136166932379e-88,2.41180801610443,0.446,0.335,1.66752161131452e-83,"SSH2"
"CDR2",1.00994769594772e-87,-1.32093182250773,0.047,0.152,2.01898643896908e-83,"CDR2"
"TUBGCP2",1.44293386686573e-87,-0.58347422127641,0.208,0.368,2.88456909325129e-83,"TUBGCP2"
"ICE2",2.42832454071505e-87,-0.949938881414593,0.121,0.259,4.85446358934346e-83,"ICE2"
"ARL2",2.65922490594212e-87,-0.545820052123533,0.13,0.275,5.3160565094689e-83,"ARL2"
"HLTF",2.9675061160227e-87,-1.52938061955139,0.049,0.156,5.93234147654099e-83,"HLTF"
"NSMCE1",3.31324504122214e-87,-1.28004000199528,0.112,0.244,6.62350816190717e-83,"NSMCE1"
"PARP14",3.36316925309177e-87,2.01111976742405,0.48,0.381,6.72331165385575e-83,"PARP14"
"PRMT1",3.77951936456277e-87,-0.772419303783502,0.178,0.332,7.55563716169744e-83,"PRMT1"
"ZNF600",3.92161328081841e-87,-2.05359620469276,0.034,0.13,7.83969710968409e-83,"ZNF600"
"TMEM204",4.07632668900623e-87,-1.33652461559119,0.046,0.151,8.14898468399236e-83,"TMEM204"
"CSNK2A1",4.21440889300324e-87,-0.329034408866102,0.241,0.415,8.42502481800278e-83,"CSNK2A1"
"VEGFB",4.59909029835238e-87,-1.19823904915875,0.071,0.191,9.19404141543625e-83,"VEGFB"
"STIP1",4.68978030215879e-87,-0.891596439675537,0.133,0.273,9.37533980204563e-83,"STIP1"
"ZNF141",7.89153818631136e-87,-1.32486920479486,0.056,0.168,1.5775973988255e-82,"ZNF141"
"TIMM9",1.3704275508427e-86,-1.26148834476137,0.103,0.232,2.73962171688964e-82,"TIMM9"
"TTC39B",1.44438011919502e-86,-1.48255812711977,0.046,0.15,2.88746029628277e-82,"TTC39B"
"FUNDC2",1.71588621464566e-86,-0.876119384964923,0.151,0.294,3.43022813169814e-82,"FUNDC2"
"CCDC90B",2.05968043418529e-86,-0.76983912041193,0.128,0.267,4.11750715597981e-82,"CCDC90B"
"CDC37L1",2.17659188944281e-86,-1.03160453469583,0.062,0.176,4.35122484618511e-82,"CDC37L1"
"DPY30",2.50875471997835e-86,-0.528349355579184,0.18,0.335,5.01525156070872e-82,"DPY30"
"OGT",2.74202008440379e-86,0.330333399258384,0.367,0.598,5.48157235073161e-82,"OGT"
"ANPEP",3.43194758223842e-86,3.05810322180485,0.207,0.083,6.86080641165284e-82,"ANPEP"
"MAGED2",4.93236820733006e-86,-0.529716627250932,0.103,0.233,9.86029728327351e-82,"MAGED2"
"FAM89B",5.38890233693005e-86,-0.29819014168724,0.201,0.362,1.07729546617569e-81,"FAM89B"
"PDLIM7",6.05000820864417e-86,3.47712262505435,0.175,0.06,1.20945714099006e-81,"PDLIM7"
"SLAMF6",6.26170873952663e-86,-1.48646900509566,0.064,0.178,1.25177819411877e-81,"SLAMF6"
"RIOK2",1.12569695007894e-85,-1.48747455996814,0.071,0.185,2.25038077290281e-81,"RIOK2"
"POLE3",1.16986634799957e-85,-0.695245633827309,0.177,0.33,2.33867981628593e-81,"POLE3"
"MSH2",1.27474174190931e-85,-1.4758777984182,0.048,0.153,2.5483362162509e-81,"MSH2"
"C14orf119",1.28415175355099e-85,-0.629082106906349,0.146,0.29,2.56714777052378e-81,"C14orf119"
"ING4",1.31278282274772e-85,-0.592336890926775,0.115,0.252,2.62438414095497e-81,"ING4"
"MORF4L2",1.3792886810508e-85,-0.595931781528613,0.143,0.287,2.75733600228866e-81,"MORF4L2"
"SEC14L1",1.52686777315164e-85,2.52412485481652,0.366,0.233,3.05236136530745e-81,"SEC14L1"
"COX5A",2.29058709674466e-85,-0.387131043919903,0.286,0.482,4.57911266510225e-81,"COX5A"
"NUDCD3",2.3544759726153e-85,-0.839576612605196,0.11,0.242,4.70683291685525e-81,"NUDCD3"
"LINC02446",2.63865646717361e-85,-2.7241197174753,0.021,0.104,5.27493814352677e-81,"LINC02446"
"ARCN1",2.96947627410205e-85,-0.370264588416499,0.19,0.347,5.93628001955742e-81,"ARCN1"
"NDUFS4",3.51223094740814e-85,-0.635350924507861,0.187,0.336,7.02130088696362e-81,"NDUFS4"
"SLC3A2",4.13285951994317e-85,-0.501224859861134,0.196,0.351,8.26199946631839e-81,"SLC3A2"
"NCOA4",4.29081022144652e-85,1.81051661885523,0.476,0.375,8.57775871369375e-81,"NCOA4"
"SP4",4.86860336292223e-85,-0.849527417044685,0.077,0.198,9.73282498281783e-81,"SP4"
"EMC6",7.48697800612897e-85,-0.458919377831844,0.198,0.351,1.49672177320524e-80,"EMC6"
"TXNDC9",8.02695062034491e-85,-0.686696926643898,0.134,0.273,1.60466769851315e-80,"TXNDC9"
"SRFBP1",1.3708855910975e-84,-1.09779621774889,0.101,0.23,2.740537385163e-80,"SRFBP1"
"PRPF6",1.68575712415683e-84,-0.400076384488195,0.226,0.393,3.36999706690193e-80,"PRPF6"
"MAN1C1",2.27127647601093e-84,-2.52976420513236,0.025,0.111,4.54050880319344e-80,"MAN1C1"
"IL1RN",2.4823681613949e-84,3.81581604240495,0.173,0.06,4.96250219144455e-80,"IL1RN"
"TFAM",2.52799904555746e-84,-0.370027873933223,0.213,0.375,5.05372289197392e-80,"TFAM"
"A2M-AS1",2.70467670584757e-84,-2.64651131080489,0.022,0.104,5.40691920265989e-80,"A2M-AS1"
"SLC40A1",2.77991835352414e-84,2.85076201221969,0.231,0.106,5.5573347805301e-80,"SLC40A1"
"COX11",2.90391892768387e-84,-1.02398997650712,0.106,0.236,5.80522432833283e-80,"COX11"
"IL2RG",2.96417657009757e-84,0.488011302245392,0.352,0.619,5.92568538128206e-80,"IL2RG"
"CHCHD10",3.87934592061757e-84,-0.445068199891547,0.289,0.481,7.75520042990658e-80,"CHCHD10"
"PFDN1",4.48430246006734e-84,-0.739756110641105,0.183,0.335,8.96456904792061e-80,"PFDN1"
"PLRG1",4.54864614418097e-84,-0.939538094076257,0.113,0.244,9.09319850683218e-80,"PLRG1"
"AL365361.1",5.38704053665784e-84,-1.6164183584616,0.041,0.14,1.07692327368327e-79,"AL365361.1"
"UHMK1",5.39476547452924e-84,-0.257785398350506,0.224,0.389,1.07846756601314e-79,"UHMK1"
"TIAM1",5.51138626697504e-84,-1.80194542908636,0.071,0.183,1.10178122863098e-79,"TIAM1"
"NAIP",6.54526535673482e-84,2.11856613498592,0.376,0.245,1.30846399746486e-79,"NAIP"
"ARL16",6.5996224163738e-84,-0.848232755363106,0.114,0.245,1.31933051725729e-79,"ARL16"
"TMEM126B",9.9488398141343e-84,-0.720749986171688,0.139,0.279,1.98887256724359e-79,"TMEM126B"
"KNOP1",1.15805097033561e-83,-1.21542519115578,0.095,0.221,2.31505969479793e-79,"KNOP1"
"ALPK1",1.29364535694023e-83,3.10265048577744,0.244,0.118,2.58612643305922e-79,"ALPK1"
"TXNL4A",1.51353287585655e-83,-0.366369326681142,0.232,0.396,3.02570357212482e-79,"TXNL4A"
"BRD9",1.93908266242781e-83,-0.571653054018599,0.178,0.328,3.87642015045943e-79,"BRD9"
"PHC2",2.46862611827344e-83,2.88436321227857,0.29,0.159,4.93503047304043e-79,"PHC2"
"MAPRE2",3.78782824945918e-83,-0.662701705850228,0.126,0.263,7.57224745349385e-79,"MAPRE2"
"BDP1",4.01022329236099e-83,-0.449207633581506,0.232,0.401,8.01683738375886e-79,"BDP1"
"AC100810.1",4.6282644867593e-83,-1.09073593052564,0.076,0.19,9.25236353548051e-79,"AC100810.1"
"OXLD1",4.84450616166485e-83,-0.873034585194008,0.121,0.255,9.6846522677842e-79,"OXLD1"
"CFDP1",5.15061989852636e-83,-0.424124894902671,0.2,0.359,1.0296604239144e-78,"CFDP1"
"STK39",5.93047524450803e-83,-1.84068867068313,0.053,0.155,1.1855613061296e-78,"STK39"
"LYRM2",7.11207511811638e-83,-0.907258987561386,0.143,0.281,1.42177493686265e-78,"LYRM2"
"MRPL19",7.23855179545588e-83,-1.22942871465292,0.124,0.254,1.44705888942958e-78,"MRPL19"
"TERF1",7.37166036953165e-83,-0.646812780907663,0.158,0.302,1.47366862447307e-78,"TERF1"
"DNPH1",7.98393045442934e-83,-1.14772678946023,0.1,0.227,1.59606753714497e-78,"DNPH1"
"MIB2",1.10212333439784e-82,-1.08679040124824,0.064,0.174,2.20325475779472e-78,"MIB2"
"PFDN4",1.10563316390026e-82,-0.943080142874764,0.147,0.285,2.21027125795301e-78,"PFDN4"
"ANAPC11",1.36049808893233e-82,-0.429421886781644,0.255,0.428,2.71977172958462e-78,"ANAPC11"
"MAP3K2",1.74879046994219e-82,2.14881718940714,0.476,0.381,3.49600702846144e-78,"MAP3K2"
"ZNHIT6",1.86210487938544e-82,-1.09630185195605,0.096,0.223,3.72253386437943e-78,"ZNHIT6"
"MRPS23",2.01277287820388e-82,-0.925309050278721,0.144,0.282,4.02373426081737e-78,"MRPS23"
"TMEM176B",2.12591388444863e-82,2.55154403708909,0.142,0.039,4.24991444640125e-78,"TMEM176B"
"PQLC3",2.22649539255404e-82,-0.93200159754405,0.126,0.257,4.45098693925478e-78,"PQLC3"
"CASP8",2.30028357265903e-82,0.269501521432974,0.298,0.494,4.59849689010266e-78,"CASP8"
"ENOSF1",3.02076852382814e-82,-1.7768328966902,0.032,0.123,6.03881835598484e-78,"ENOSF1"
"SRSF1",3.78687023212083e-82,-0.254464502583887,0.23,0.399,7.57033228103274e-78,"SRSF1"
"FANCF",3.94071160265784e-82,-1.40597314298685,0.059,0.168,7.87787656487329e-78,"FANCF"
"DDX23",4.73925635494338e-82,-0.752096253540242,0.13,0.265,9.4742473791673e-78,"DDX23"
"CCDC59",5.28477508490933e-82,-0.476178532592425,0.226,0.387,1.05647938722422e-77,"CCDC59"
"TBC1D31",6.42807877584404e-82,-2.62788804612081,0.026,0.109,1.28503722807898e-77,"TBC1D31"
"NECAP2",7.52525261583675e-82,-0.493866660294207,0.203,0.358,1.50437325043192e-77,"NECAP2"
"PDLIM2",7.89326456531181e-82,-0.29839414681425,0.217,0.378,1.57794251925148e-77,"PDLIM2"
"TET2",1.10546860784404e-81,2.25689707845732,0.382,0.262,2.20994229394102e-77,"TET2"
"ZNF277",1.1277472839715e-81,-0.896191666972054,0.119,0.249,2.25447959538742e-77,"ZNF277"
"ZNF622",1.40099109786672e-81,-0.723747162940134,0.112,0.241,2.80072130374536e-77,"ZNF622"
"WDR73",1.5923154436978e-81,-0.749448315117093,0.107,0.237,3.18319780349628e-77,"WDR73"
"MXD4",1.68717355319769e-81,-0.872439549055691,0.196,0.346,3.3728286501975e-77,"MXD4"
"ABCA1",1.78783469404794e-81,4.40490904775238,0.136,0.037,3.57406033687124e-77,"ABCA1"
"HSF2",1.95062633888519e-81,-1.93046463532632,0.032,0.121,3.89949711406539e-77,"HSF2"
"SYTL3",2.11367183332153e-81,-0.876897770072949,0.074,0.189,4.22544136199308e-77,"SYTL3"
"CCDC115",2.1176858474848e-81,-0.847194917811651,0.123,0.256,4.23346577770687e-77,"CCDC115"
"RPAIN",2.42636259417388e-81,-0.820018160164175,0.172,0.318,4.85054146201301e-77,"RPAIN"
"C19orf25",2.84100759492015e-81,-0.418200699052222,0.17,0.318,5.67945828300487e-77,"C19orf25"
"CD69",2.86687376928693e-81,-0.891940811035978,0.091,0.218,5.73116735218151e-77,"CD69"
"DOCK9",3.14037806691625e-81,-2.13185179285763,0.021,0.103,6.27792979357228e-77,"DOCK9"
"UFM1",3.24564917482698e-81,-0.595565342793597,0.211,0.366,6.48837726539662e-77,"UFM1"
"TTC17",3.3053158239117e-81,-0.318528587602968,0.213,0.371,6.60765686358189e-77,"TTC17"
"CA5B",3.36688285705819e-81,-1.01794583272631,0.114,0.24,6.73073551954503e-77,"CA5B"
"IL13RA1",3.7457426638707e-81,2.58674354528043,0.245,0.12,7.48811415934392e-77,"IL13RA1"
"ANKH",4.14950198111576e-81,-1.57707426008972,0.049,0.15,8.29526941044851e-77,"ANKH"
"CEACAM4",4.81711223457551e-81,4.33448539365305,0.113,0.023,9.62988906813989e-77,"CEACAM4"
"MPC2",5.66518237317803e-81,-0.266621382383537,0.19,0.345,1.13252660822202e-76,"MPC2"
"GPATCH8",7.32552634052579e-81,-0.429036311738473,0.209,0.365,1.46444597073451e-76,"GPATCH8"
"METTL18",9.05960742723185e-81,-1.46988982968921,0.042,0.138,1.81110612077792e-76,"METTL18"
"LINC00476",9.72173023709302e-81,-1.4232604699489,0.05,0.151,1.94347109169727e-76,"LINC00476"
"KIAA0586",9.90545391079223e-81,-0.901082409979089,0.083,0.2,1.98019929130648e-76,"KIAA0586"
"NFYB",1.01624904904512e-80,-0.794275744416145,0.095,0.219,2.0315834739461e-76,"NFYB"
"PATJ",1.03059116779236e-80,-1.66799175243974,0.034,0.127,2.06025480353371e-76,"PATJ"
"SAR1A",1.11583815811517e-80,-0.353367584305964,0.189,0.339,2.23067206188804e-76,"SAR1A"
"ETFB",1.22810451371517e-80,-0.368551689851299,0.235,0.398,2.45510373336799e-76,"ETFB"
"SNRPA",1.28936053785592e-80,-0.95409936452349,0.108,0.233,2.57756065122776e-76,"SNRPA"
"SYK",1.32877848623637e-80,1.68323865781071,0.338,0.203,2.65636107183512e-76,"SYK"
"KLF7",1.54161591405654e-80,3.03735304420354,0.264,0.139,3.08184437379042e-76,"KLF7"
"CNOT4",1.75311181890578e-80,-0.309133285724707,0.191,0.345,3.50464583717455e-76,"CNOT4"
"FIP1L1",1.89471383589241e-80,-0.486578623585444,0.157,0.301,3.78772242933252e-76,"FIP1L1"
"GIMAP5",1.96249776601531e-80,-2.33311460866764,0.027,0.111,3.92322928404121e-76,"GIMAP5"
"API5",2.22948313512275e-80,-0.753158325205659,0.151,0.289,4.45695973542389e-76,"API5"
"CALHM6",2.38708540945322e-80,1.92906383517992,0.199,0.078,4.77202244203793e-76,"CALHM6"
"KIAA1147",2.39319760498437e-80,-1.37480340985677,0.055,0.16,4.78424133212426e-76,"KIAA1147"
"SUSD3",2.5072195312698e-80,-0.519949247741492,0.12,0.259,5.01218256496146e-76,"SUSD3"
"IMMP1L",3.03974581614509e-80,-1.58347686734128,0.046,0.144,6.07675586105565e-76,"IMMP1L"
"RNPS1",3.41465756019765e-80,-0.299280838497514,0.27,0.447,6.82624192859112e-76,"RNPS1"
"MFAP1",3.66113743097887e-80,-0.739647625796493,0.109,0.238,7.31897983826985e-76,"MFAP1"
"NFIL3",4.15849742269189e-80,3.36826814592418,0.19,0.075,8.31325219770335e-76,"NFIL3"
"AP3M2",4.45104496737468e-80,-1.2261140190535,0.043,0.14,8.89808399427873e-76,"AP3M2"
"SUCLA2",4.50346484366302e-80,-1.20737420657357,0.097,0.217,9.00287656896674e-76,"SUCLA2"
"PADI2",5.13082699086185e-80,4.0512944258062,0.128,0.032,1.02570362374319e-75,"PADI2"
"PRKX",5.80825346215589e-80,-0.893888447774234,0.17,0.313,1.16112794961958e-75,"PRKX"
"PIH1D1",5.9455374758281e-80,-0.716028156341388,0.154,0.291,1.18857239679279e-75,"PIH1D1"
"ASNSD1",6.05446830504043e-80,-0.27701978490016,0.147,0.289,1.21034875886063e-75,"ASNSD1"
"USP53",6.95540800786488e-80,-1.11731851771932,0.033,0.123,1.39045561485227e-75,"USP53"
"MRPL17",7.05175233390493e-80,-1.22673632350693,0.089,0.207,1.40971580907093e-75,"MRPL17"
"POLR2H",9.06041630596137e-80,-1.11304625836416,0.093,0.213,1.81126782372474e-75,"POLR2H"
"COMMD8",1.04954907423135e-79,-0.511793685120902,0.187,0.335,2.0981535542959e-75,"COMMD8"
"LLGL2",1.13447150790891e-79,-2.08715911548217,0.031,0.117,2.2679219914607e-75,"LLGL2"
"CARD11",1.24276779192878e-79,-1.51327656387878,0.049,0.15,2.48441709284483e-75,"CARD11"
"EPB41",1.2721482152031e-79,0.375406593229545,0.417,0.66,2.54315149701252e-75,"EPB41"
"TMEM18",1.55201952643341e-79,-1.14347424593772,0.105,0.227,3.10264223529303e-75,"TMEM18"
"BRD1",2.50464635367785e-79,-0.624523690636304,0.132,0.268,5.0070385256374e-75,"BRD1"
"PIK3AP1",3.13551301280058e-79,2.2459700129233,0.337,0.208,6.26820406388964e-75,"PIK3AP1"
"GPATCH2",4.98035410950883e-79,-1.24252692329219,0.088,0.204,9.95622590031911e-75,"GPATCH2"
"PFDN6",6.71791139859655e-79,-0.872163888738214,0.125,0.256,1.34297766769344e-74,"PFDN6"
"ANKRD36",7.04048863194451e-79,-1.29323800834038,0.064,0.172,1.40746408241203e-74,"ANKRD36"
"GSDMD",8.26944391516181e-79,-0.392275207910379,0.188,0.339,1.65314453308e-74,"GSDMD"
"DKC1",1.22050971343486e-78,-0.733836697630163,0.137,0.272,2.43992096812762e-74,"DKC1"
"JPX",1.34296987055075e-78,0.299900138852223,0.268,0.454,2.68473106821801e-74,"JPX"
"METTL16",1.58717226601955e-78,-1.13818779076407,0.086,0.202,3.17291607699968e-74,"METTL16"
"ZFP90",1.75986704491679e-78,-1.37305561592229,0.064,0.171,3.51815020949316e-74,"ZFP90"
"NADK",1.87232477530182e-78,2.36610306077967,0.326,0.199,3.74296445830588e-74,"NADK"
"MRPS9",2.11963235921923e-78,-1.39572158777236,0.09,0.206,4.23735704931517e-74,"MRPS9"
"CAMK2D",2.15073826733109e-78,-0.975903385346971,0.116,0.246,4.29954087022159e-74,"CAMK2D"
"TAGAP",2.42125587048603e-78,0.265990766639693,0.375,0.599,4.84033261068863e-74,"TAGAP"
"CD320",2.50482332435215e-78,-1.61167970342882,0.05,0.148,5.00739230771239e-74,"CD320"
"TAF9",3.62451458589282e-78,-0.76809203950613,0.157,0.294,7.24576710865834e-74,"TAF9"
"UBE2G2",3.68507595969776e-78,-0.682276888941794,0.196,0.344,7.3668353510318e-74,"UBE2G2"
"ARFGAP2",3.77832630502071e-78,-0.395680855270984,0.193,0.343,7.5532521163669e-74,"ARFGAP2"
"MRPL50",4.02358278357047e-78,-1.0797200092103,0.09,0.207,8.04354434263574e-74,"MRPL50"
"HERC5",5.02576183822781e-78,2.59343052964881,0.284,0.154,1.00470004908012e-73,"HERC5"
"PARP9",5.04361872102063e-78,2.41428221332444,0.366,0.246,1.00826981851923e-73,"PARP9"
"LPIN1",5.52053546369398e-78,-1.27331649388605,0.088,0.204,1.10361024454706e-73,"LPIN1"
"PWP1",5.65939174595737e-78,-0.761396496979832,0.142,0.279,1.13136900393434e-73,"PWP1"
"DSC2",6.42233180796387e-78,4.2111743736231,0.141,0.042,1.28388835173006e-73,"DSC2"
"DNTTIP2",7.71723393248938e-78,-0.473724815288404,0.184,0.329,1.54275223544395e-73,"DNTTIP2"
"FKBP3",7.90705309417173e-78,-0.706793408922541,0.164,0.303,1.58069898405587e-73,"FKBP3"
"DHX9",8.95981881581217e-78,-0.287438687388659,0.241,0.406,1.79115737946901e-73,"DHX9"
"MPHOSPH6",9.18974931405824e-78,-1.55071266640019,0.076,0.185,1.83712278537338e-73,"MPHOSPH6"
"SDHC",1.02308204218693e-77,-0.271524303503053,0.199,0.353,2.0452433105359e-73,"SDHC"
"PRAG1",1.29022825311301e-77,-1.77626947800091,0.042,0.136,2.57929530079823e-73,"PRAG1"
"DDX21",1.42960306331218e-77,-0.253328187849783,0.349,0.57,2.85791948386738e-73,"DDX21"
"ESF1",1.59038617607474e-77,-0.968375509208586,0.138,0.272,3.17934100459101e-73,"ESF1"
"TCEAL8",1.59902688616109e-77,-0.70855351721329,0.152,0.292,3.19661464812463e-73,"TCEAL8"
"XAF1",1.64420607480566e-77,1.96405560298623,0.484,0.405,3.286932364144e-73,"XAF1"
"SLC16A7",1.68077598509858e-77,-1.07016244016969,0.12,0.247,3.36003927181056e-73,"SLC16A7"
"MCRIP1",1.85500992343514e-77,-0.426110626411461,0.162,0.301,3.70835033793919e-73,"MCRIP1"
"LINC00667",1.85934459529944e-77,-1.22617642018854,0.081,0.193,3.71701578046311e-73,"LINC00667"
"ZNF33B",1.88038831300496e-77,-1.22911554052854,0.077,0.189,3.75908427652822e-73,"ZNF33B"
"MX1",2.05191569805349e-77,1.6971083266561,0.416,0.306,4.10198467197873e-73,"MX1"
"CHST15",2.1393990635687e-77,2.96098517493412,0.222,0.101,4.27687266798019e-73,"CHST15"
"DRAM2",2.19493210821146e-77,-0.666390503959217,0.162,0.303,4.38788877752552e-73,"DRAM2"
"MGA",2.22159289492633e-77,-0.870259594606696,0.122,0.25,4.44118635624722e-73,"MGA"
"DNAJB1",2.3112086808891e-77,-0.399440028848101,0.121,0.252,4.62033727396539e-73,"DNAJB1"
"CUL2",2.46378917703285e-77,-0.716423461372616,0.118,0.244,4.92536094380637e-73,"CUL2"
"TMEM176A",4.08546898190688e-77,3.1350310597505,0.107,0.021,8.16726104173005e-73,"TMEM176A"
"CEBPZOS",4.88506357023037e-77,-0.658267217577783,0.149,0.287,9.76573058324754e-73,"CEBPZOS"
"HAGH",5.50138312577531e-77,-0.635586888363984,0.153,0.29,1.09978150067374e-72,"HAGH"
"GAS7",5.77176218593271e-77,2.37019980132324,0.278,0.154,1.15383297858981e-72,"GAS7"
"GTPBP6",7.25882129007097e-77,-1.03880374205272,0.125,0.251,1.45111096409809e-72,"GTPBP6"
"ZRSR2",7.35474604279921e-77,-0.824254889174434,0.145,0.278,1.47028728141599e-72,"ZRSR2"
"CSNK2A2",7.92885488158223e-77,-0.803950416882789,0.146,0.28,1.5850573793771e-72,"CSNK2A2"
"SLC16A3",8.786608175532e-77,2.53228602844569,0.291,0.165,1.7565308403706e-72,"SLC16A3"
"MTR",1.28364799101775e-76,-1.00813127013293,0.101,0.221,2.56614069884359e-72,"MTR"
"VAMP5",1.35678722550089e-76,-0.378363297412186,0.209,0.366,2.71235334249882e-72,"VAMP5"
"C12orf10",1.5368738790966e-76,-1.05589274021226,0.121,0.246,3.07236457170202e-72,"C12orf10"
"EBAG9",1.75944922002019e-76,-1.20518615238359,0.094,0.21,3.51731493574237e-72,"EBAG9"
"RNF113A",2.26294960386608e-76,-0.860616739518496,0.103,0.227,4.52386255308868e-72,"RNF113A"
"METRN",2.26558549413968e-76,-1.65062337614642,0.056,0.156,4.52913196133464e-72,"METRN"
"NEMF",2.32230997454357e-76,-0.258654460451682,0.271,0.441,4.64252987011005e-72,"NEMF"
